Id,Story,Labels,Iteration,Iteration Start,Iteration End,Story Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Owned By,Description,URL,Comment,Comment,Task,Task Status
30426301,Create new message from interface,front-end,1,"Jun 11, 2012","Jun 17, 2012",feature,1,accepted,"May 30, 2012","Jun 11, 2012",,Dan Kaufman,Mike Chlipala,"Feature: Creating a new message

  Background:
     Given I am logged in
     And I am viewing a chat room

  Scenario: Creating a message
     When I enter a message into the bottom ""Add Message"" box
     And click submit
     The message should be created
     And it should show in the room",http://www.pivotaltracker.com/story/show/30426301
30426223,Display new message,front-end,1,"Jun 11, 2012","Jun 17, 2012",feature,1,accepted,"May 30, 2012","Jun 11, 2012",,Dan Kaufman,Mike Chlipala,"Feature: Displaying a new message in the chat room

Background:
     Given I am logged in
     And I am viewing the root at ""/""

Scenario: Viewing a room in which the message is created
     Given a new message is created for Room A
     And I am viewing Room A
     Then I should see the message displayed in the room

Scenario: Viewing another room when the message is created in a room I can view
     Given a new message is created for Room A
     And I am viewing Room B
     And I have access to Room A
     Then I should see an indicator on the left sidebar that a new message has been added to Room A

Scenario: Viewing another room when the message is created in a room I cannot view
     Given a new message is created for Room A
     And I am viewing Room B
     And I do not have access to Room A
     Then I should see no change
",http://www.pivotaltracker.com/story/show/30426223
30426483,User switches rooms,front-end,1,"Jun 11, 2012","Jun 17, 2012",feature,1,accepted,"May 30, 2012","Jun 11, 2012",,Dan Kaufman,Mike Chlipala,"Feature: Switching Rooms on the Chat Interface

Background:
     Given I am logged in
     And I am viewing the chat interface at '/'

Scenario: Switching Rooms
    When I click on another room on the left sidebar
    The chat window switches to that room",http://www.pivotaltracker.com/story/show/30426483
30425579,Authenticated user creates a room,front-end,1,"Jun 11, 2012","Jun 17, 2012",feature,2,accepted,"May 30, 2012","Jun 11, 2012",,Dan Kaufman,Mike Chlipala,"Feature: User creates new room

Background:
  Given I am logged in

Scenario: Creating a room
  Given I am viewing the chat interface
  And I click the 'Create new room' button
  Then I should see 'Create new room form'

  When I fill in 'Room name' with ""store-engine""
  And I fill in ""Description"" with ""planning room for store engine""
  And I submit the form
  Then I should be viewing the chat interface for ""store-engine""",http://www.pivotaltracker.com/story/show/30425579
30426201,Creating new message via API,core,1,"Jun 11, 2012","Jun 17, 2012",feature,1,accepted,"May 30, 2012","Jun 11, 2012",,Dan Kaufman,Dan Kaufman,"Feature: Creating a message via API

Background:
  Given I post to /api/core/room/1/messages
  With a valid token in the cookie
  And the following request body
  { message:
    { 'body': 'Hello World'}
  }

Scenario: When the token user has access to room 1
  Then i should receive a 201 created response
  And a message should be created for room 1

Scenario: When the token user does not have access to room 1
  Then i should receive a 401 unauthorized response
  And a message should not be created",http://www.pivotaltracker.com/story/show/30426201
30824381,Fetching rooms for user via API,core,1,"Jun 11, 2012","Jun 17, 2012",feature,1,accepted,"Jun 6, 2012","Jun 11, 2012",,Dan Kaufman,Dan Kaufman,"Feature: Fetching rooms for a user via API

Background:
  Given I send a get request to /api/core/rooms
  With a valid token in the cookie

Scenario: When the token user has access to one or more rooms
  Then i should receive a 200 ok response
  And a json response with all of the rooms that user has access to

Scenario: When the token user does not have access any rooms
  Then i should receive a 200 ok response
  And no rooms should be returned",http://www.pivotaltracker.com/story/show/30824381
30425691,Creating a Room via API,core,1,"Jun 11, 2012","Jun 17, 2012",feature,2,accepted,"May 30, 2012","Jun 11, 2012",,Dan Kaufman,Dan Kaufman,"Feature: Creating a room via API

Background:
  Given I post to /api/core/rooms
  With a valid token in the cookie
  And the following request body
  { room:
    { 'name': 'Room 1' }
  }

Scenario: When the token user exists
  Then i should receive a 201 created response
  And the room should be created

Scenario: When the token user does not exist
  Then i should receive a 401 unauthorized response",http://www.pivotaltracker.com/story/show/30425691
30425935,Fetch most recent messages for a room,core,1,"Jun 11, 2012","Jun 17, 2012",feature,2,accepted,"May 30, 2012","Jun 11, 2012",,Dan Kaufman,Dan Kaufman,"Feature: Fetching Messages via API

Background:
  Given I send a get request to /api/core/room/1/messages
  With a valid token in the cookie

Scenario: When the token user has access to room 1
  Then I should receive a 200 ok response
  And I should receive a json of the most recent 50 messages for that room

Scenario: When the token user does not have access to room 1
  Then i should receive a 401 unauthorized response
  And I should not receive any messages",http://www.pivotaltracker.com/story/show/30425935
30425227,Authenticate user via API,authentication,1,"Jun 11, 2012","Jun 17, 2012",feature,2,accepted,"May 30, 2012","Jun 11, 2012",,Dan Kaufman,Nisarg Shah,"Feature: Authenticate user via API

  Background:
    Given I am logging in

  Scenario:
    And I post to /api/users/sessions with the request body: 
    {
      email: ""foo@bar.com"",
      password: ""foobar"",
    }
    Then the session should be created and the user logged in
    And I should get a 201 response
    And I should receive the authentication cookie and a response",http://www.pivotaltracker.com/story/show/30425227
30824753,Creating a Room Permission via API,core,1,"Jun 11, 2012","Jun 17, 2012",feature,2,accepted,"Jun 6, 2012","Jun 14, 2012",,Dan Kaufman,Dan Kaufman,"Feature: Creating a Room Permission via API

Background:
  Given I post to /api/core/rooms/1/permissions
  With a valid token in the cookie

Scenario: When the token user exists
  And room 1 exists
  And the token user is the room owner
  Then i should receive a 201 created response
  And the room permission should be created

Scenario: When the token user exists
  And room 1 exists
  And the token user is not the room owner
  Then i should receive a 401 unauthorized response
  And the room permission should not be created

Scenario: When the token user does not exist
  Then i should receive a 401 unauthorized response

Scenario: When room 1 does not exist
  Then i should receive a 400 bad request response",http://www.pivotaltracker.com/story/show/30824753
