Id,Story,Labels,Iteration,Iteration Start,Iteration End,Story Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Owned By,Description,URL,Comment
29253889,Thursday Show and Tell - 5/10,"",2,"May 22, 2012","Jun 4, 2012",release,,accepted,"May 8, 2012","May 24, 2012","May 10, 2012",Matt Yoho,,,http://www.pivotaltracker.com/story/show/29253889
29253937,Tuesday Show and Tell - 5/15,"",2,"May 22, 2012","Jun 4, 2012",release,,accepted,"May 8, 2012","May 24, 2012","May 15, 2012",Matt Yoho,,,http://www.pivotaltracker.com/story/show/29253937
29253955,Thursday Show and Tell - 5/17,"",2,"May 22, 2012","Jun 4, 2012",release,,accepted,"May 8, 2012","May 24, 2012","May 17, 2012",Matt Yoho,,,http://www.pivotaltracker.com/story/show/29253955
29254007,Tuesday Show and Tell - 5/22,"",2,"May 22, 2012","Jun 4, 2012",release,,accepted,"May 8, 2012","May 24, 2012","May 22, 2012",Matt Yoho,,,http://www.pivotaltracker.com/story/show/29254007
29254035,Project Due - 5/24,"",2,"May 22, 2012","Jun 4, 2012",release,,accepted,"May 8, 2012","May 24, 2012","May 24, 2012",Matt Yoho,,,http://www.pivotaltracker.com/story/show/29254035
29253851,Post a text message,evaluation,10,"Sep 11, 2012","Sep 24, 2012",feature,1,delivered,"May 8, 2012",,,Matt Yoho,Matt Yoho,"Feature: Posting A Message
  Background:
    Given I am viewing the dashboard at ""/dashboard""

  Scenario: Viewing  the message form
    Then I should see a form to create a text message

  Scenario: Submitting an empty message
    When I click create
    Then I should see an error message requiring text contents
    And I should see the form to create a text message

  Scenario: Submitting a message with length greater than 512 character
    When I fill in the message text with 512 'a's
    And I click create
    Then I should see an error message requiring text to be less than or equal to 512 characters
    And I should see the form to create a text message
    And the data I have entered is present

  Scenario: Submitting a message successfully
    When I fill in the message text with ""A witty joke""
    And I click create
    Then I should see a confirmation message that my message has been saved
    And I should see my dashboard
",http://www.pivotaltracker.com/story/show/29253851
29254675,Post a link message,evaluation,10,"Sep 11, 2012","Sep 24, 2012",feature,1,delivered,"May 8, 2012",,,Matt Yoho,Matt Yoho,"Feature: Posting A Link
  Background:
    Given I am viewing the dashboard at ""/dashboard""
    And I click the ""link"" tab

  Scenario: Viewing  the link message form
    Then I should see a form to create a link message

  Scenario: Submitting an empty link message
    When I click create
    Then I should see an error message requiring a link
    And I should see the form to create a link message

  Scenario: Submitting a link with length greater than 2048 characters
    When I fill in the link field with a link of 2049 characters
    And I click create
    Then I should see an error message requiring the link to be less than or equal to 2048 characters
    And I should see the form to create a link message

Scenario: Submitting a link with length of an improper format
    When I fill in the link field with ""abc123""
    And I click create
    Then I should see an error message requiring the link format to look like an http/https link
    And I should see the form to create a link message
    And the data I have entered is present

  Scenario: Submitting a message successfully
    When I fill in the link field with ""http://hungryacademy.com/""
    And I click create
    Then I should see a confirmation message that my message has been saved
    And I should see my dashboard

  Scenario: Submitting a message with too long of a comment
    When I fill in the link field with ""http://hungryacademy.com/""
    And I fill in the comment field with 257 'a's
    And I click create
    Then I should see an error message requiring the comment to be less than or equal to 256 characters
    And I should see the form to create a link message
    And the data I have entered is present

  Scenario: Submitting a message  successfully
    When I fill in the link field with ""http://hungryacademy.com/""
    And I fill in the comment field with ""I love this site!""
    And I click create
    Then I should see a confirmation message that my message has been saved
    And I should see my dashboard
",http://www.pivotaltracker.com/story/show/29254675
29255269,Post an image message,evaluation,10,"Sep 11, 2012","Sep 24, 2012",feature,1,delivered,"May 8, 2012",,,Matt Yoho,Matt Yoho,"Feature: Posting An Image
  Background:
    Given I am viewing the dashboard at ""/dashboard""
    And I click the ""image"" tab

  Scenario: Viewing  the image message form
    Then I should see a form to create an image message

  Scenario: Submitting an empty image message
    When I click create
    Then I should see an error message requiring a link to an image
    And I should see the form to create an image message

  Scenario: Submitting an image link with length greater than 2048 characters
    When I fill in the image link field with a link of 2049 characters
    And I click create
    Then I should see an error message requiring the image link to be less than or equal to 2048 characters
    And I should see the form to create an image message
    And the data I have entered is present

Scenario: Submitting a link with length of an improper format
    When I fill in the link field with ""abc123""
    And I click create
    Then I should see an error message requiring the link format to look like an http/https link
    And I should see the form to create an image message
    And the data I have entered is present

Scenario: Submitting a link with length of an improper extension
    When I fill in the link field with ""http://foo.com/bar.html""
    And I click create
    Then I should see an error message requiring the link format to end in an image extension (car-insensitive: jpg, jpeg, gif, bmp, png)
    And I should see the form to create an image message
    And the data I have entered is present

  Scenario: Submitting a message successfully
    When I fill in the link field with ""http://hungryacademy.com/monster.png""
    And I click create
    Then I should see a confirmation message that my message has been saved
    And I should see my dashboard

  Scenario: Submitting a message with too long of a comment
    When I fill in the link field with ""http://hungryacademy.com/monster.png""
    And I fill in the comment field with 257 'a's
    And I click create
    Then I should see an error message requiring the comment to be less than or equal to 256 characters
    And I should see the form to create an image message
    And the data I have entered is present

  Scenario: Submitting a message  successfully
    When I fill in the link field with ""http://hungryacademy.com/monster.png""
    And I fill in the comment field with ""This guy is pretty cute.""
    And I click create
    Then I should see a confirmation message that my message has been saved
    And I should see my dashboard
",http://www.pivotaltracker.com/story/show/29255269
29258051,Sign up for an account,evaluation,10,"Sep 11, 2012","Sep 24, 2012",feature,2,delivered,"May 8, 2012",,,Matt Yoho,Matt Yoho,"Feature: Sign Up For An Account

Background:
  Given I am not logged in
  And I am viewing the root

Scenario: Signing up
  Given I have never signed up
  When I click the sign up link
  Then I should see the sign up form at ""/signup""

  When I fill in email address with  ""foo@bar.com""
  And I fill in display name with ""displayname""
  And I fill in password and password confirmation with ""hungry""
  And I submit the form
  Then I should see a confirmation message thanking me for signing up
  And I should be viewing the dashboard at '/dashboard'
  And I should receive a welcome email at my address

Scenario: Signing up with an already-used email address
  Given I have signed up before with ""foo@bar.com""
  When I click the sign up link
  Then I should see the sign up form at ""/signup""

  When I fill in email address with ""foo@bar.com""
  And I fill in display name with ""displayname""
  And I fill in password and password confirmation with ""hungry""
  And I submit the form
  Then I should see an error message that the email is taken
  And I should be viewing the signup form
  And the data I have entered is still present

Scenario: Signing up with a malformed email address
  Given I have never signed up before
  When I click the sign up link
  Then I should see the sign up form at ""/signup""

  When I fill in email address with ""foo#bar.com""
  And I fill in display name with ""displayname""
  And I fill in password and password confirmation with ""hungry""
  And I submit the form
  Then I should see an error message that the email is not of the right format
  And I should be viewing the signup form
  And the data I have entered is still present

Scenario: Signing up with an empty email address
  Given I have never signed up before
  When I click the sign up link
  Then I should see the sign up form at ""/signup""

  When I fill in display name with ""displayname""
  And I fill in password and password confirmation with ""hungry""
  And I submit the form
  Then I should see an error message that email is required
  And I should be viewing the signup form
  And the data I have entered is still present

Scenario: Signing up with an malformed display name
  Given I have never signed up before
  When I click the sign up link
  Then I should see the sign up form at ""/signup""

  When I fill in email address with ""foo@bar.com""
  And I fill in display name with ""display name""
  And I fill in password and password confirmation with ""hungry""
  And I submit the form
  Then I should see an error message that the display name must be only letters, numbers, dashes, or underscores
  And I should be viewing the signup form
  And the data I have entered is still present

Scenario: Signing up with an empty display name
  Given I have never signed up before
  When I click the sign up link
  Then I should see the sign up form at ""/signup""

  When I fill in email address with ""foo@bar.com""
  And I fill in password and password confirmation with ""hungry""
  And I submit the form
  Then I should see an error message that the display name is required
  And I should be viewing the signup form
  And the data I have entered is still present

Scenario: Signing up with an empty password
  Given I have never signed up before
  When I click the sign up link
  Then I should see the sign up form at ""/signup""

  When I fill in email address with ""foo@bar.com""
  And I fill in display name with ""displayname""
  And I submit the form
  Then I should see an error message that the password must be 6 or more characters
  And I should be viewing the signup form
  And the data I have entered is still present

Scenario: Signing up with a password confirmation that doesn't match
  Given I have never signed up before
  When I click the sign up link
  Then I should see the sign up form at ""/signup""

  When I fill in email address with ""foo@bar.com""
  And I fill in display name with ""display name""
  And I fill in password with ""hungry""
  And I fill in password confirmation with ""academy""
  And I submit the form
  Then I should see an error message that the password must be 6 or more characters
  And I should be viewing the signup form
  And the data I have entered is still present
",http://www.pivotaltracker.com/story/show/29258051
29258603,Edit my account,evaluation,10,"Sep 11, 2012","Sep 24, 2012",feature,1,delivered,"May 8, 2012",,,Matt Yoho,Matt Yoho,"Feature: User Edits Account

Background:
  Given I am a signed in user
  And I am viewing the dashboard

Scenario: User edits account
  When I click the account tab
  Then I should see a form to change my password

  When I fill in the password and password confirmation fields with matching strings 6 or more characters in length
  And I click to change password
  Then I am viewing my dashboard
  And I see a confirmation message
  And my password has changed

Scenario: User fails to enter correct password/confirmation
  When I click the account tab
  Then I should see a form to change my password

  When I fill in the password and password confirmation fields with non-matching strings 6 or more characters in length
  And I click to change password
  Then I see an error message that the password and confirmation must match
  And I see the edit account form
",http://www.pivotaltracker.com/story/show/29258603,"Same password validation rules as the sign-up process (Matt Yoho - May 8, 2012)"
